"alias","index","complete_gene_name","gene_symbol"
"RPL39P37",32288,"ribosomal protein L39 pseudogene 37","RPL39P37"
"RPL39_19_1635",32289,"ribosomal protein L39 pseudogene 38","RPL39P38"
"RPL39P38",32289,"ribosomal protein L39 pseudogene 38","RPL39P38"
"RPL39_19_1716",32290,"ribosomal protein L39 pseudogene 39","RPL39P39"
"RPL39P39",32290,"ribosomal protein L39 pseudogene 39","RPL39P39"
"RPL39_21_1719",32291,"ribosomal protein L39 pseudogene 40","RPL39P40"
"RPL39P40",32291,"ribosomal protein L39 pseudogene 40","RPL39P40"
"RPL39_22_1750",32292,"ribosomal protein L39 pseudogene 41","RPL39P41"
"RPL39P41",32292,"ribosomal protein L39 pseudogene 41","RPL39P41"
"RPL37A_4_1209",32354,"ribosomal protein L37a pseudogene 9","RPL37AP9"
"RPL37AP9",32354,"ribosomal protein L37a pseudogene 9","RPL37AP9"
"RPL36A_16_1006",32356,"ribosomal protein L36a pseudogene 35","RPL36AP35"
"RPL36AP35",32356,"ribosomal protein L36a pseudogene 35","RPL36AP35"
"RPL36A_27_1803",32357,"ribosomal protein L36a pseudogene 53","RPL36AP53"
"RPL36AP53",32357,"ribosomal protein L36a pseudogene 53","RPL36AP53"
"RPL36A_28_1814",32358,"ribosomal protein L36a pseudogene 54","RPL36AP54"
"RPL36AP54",32358,"ribosomal protein L36a pseudogene 54","RPL36AP54"
"RPL35A_11_1187",32372,"ribosomal protein L35a pseudogene 26","RPL35AP26"
"RPL35AP26",32372,"ribosomal protein L35a pseudogene 26","RPL35AP26"
"RPL35A_12_1042",32373,"ribosomal protein L35a pseudogene 24","RPL35AP24"
"RPL35AP24",32373,"ribosomal protein L35a pseudogene 24","RPL35AP24"
"RPL35A_12_1446",32374,"ribosomal protein L35a pseudogene 32","RPL35AP32"
"RPL35AP32",32374,"ribosomal protein L35a pseudogene 32","RPL35AP32"
"RPL35AP25",32375,"ribosomal protein L35a pseudogene 23","RPL35AP23"
"RPL35A_10_1045",32375,"ribosomal protein L35a pseudogene 23","RPL35AP23"
"RPL35A_13_1043",32375,"ribosomal protein L35a pseudogene 23","RPL35AP23"
"RPL35AP23",32375,"ribosomal protein L35a pseudogene 23","RPL35AP23"
"RPL35A_13_1491",32376,"ribosomal protein L35a pseudogene 33","RPL35AP33"
"RPL35AP33",32376,"ribosomal protein L35a pseudogene 33","RPL35AP33"
"RPL35A_14_1227",32377,"ribosomal protein L35a pseudogene 27","RPL35AP27"
"RPL35AP27",32377,"ribosomal protein L35a pseudogene 27","RPL35AP27"
"RPL35A_14_1534",32378,"ribosomal protein L35a pseudogene 35","RPL35AP35"
"RPL35AP35",32378,"ribosomal protein L35a pseudogene 35","RPL35AP35"
"RPL35A_15_1235",32379,"ribosomal protein L35a pseudogene 28","RPL35AP28"
"RPL35AP28",32379,"ribosomal protein L35a pseudogene 28","RPL35AP28"
"RPL35A_16_1237",32380,"ribosomal protein L35a pseudogene 29","RPL35AP29"
"RPL35AP29",32380,"ribosomal protein L35a pseudogene 29","RPL35AP29"
"RPL35A_17_1286",32381,"ribosomal protein L35a pseudogene 30","RPL35AP30"
"RPL35AP30",32381,"ribosomal protein L35a pseudogene 30","RPL35AP30"
"RPL35A_18_1321",32382,"ribosomal protein L35a pseudogene 31","RPL35AP31"
"RPL35AP31",32382,"ribosomal protein L35a pseudogene 31","RPL35AP31"
"RPL35A_19_1474",32383,"ribosomal protein L35a pseudogene 34","RPL35AP34"
"RPL35AP34",32383,"ribosomal protein L35a pseudogene 34","RPL35AP34"
"RPL36A_16_1155",32384,"ribosomal protein L36a pseudogene 38","RPL36AP38"
"RPL36AP38",32384,"ribosomal protein L36a pseudogene 38","RPL36AP38"
"RPL36A_17_1112",32385,"ribosomal protein L36a pseudogene 39","RPL36AP39"
"RPL36AP39",32385,"ribosomal protein L36a pseudogene 39","RPL36AP39"
"RPL36A_17_1248",32386,"ribosomal protein L36a pseudogene 41","RPL36AP41"
"RPL36AP41",32386,"ribosomal protein L36a pseudogene 41","RPL36AP41"
"RPL36A_18_1363",32387,"ribosomal protein L36a pseudogene 42","RPL36AP42"
"RPL36AP42",32387,"ribosomal protein L36a pseudogene 42","RPL36AP42"
"RPL36A_21_1460",32388,"ribosomal protein L36a pseudogene 43","RPL36AP43"
"RPL36AP43",32388,"ribosomal protein L36a pseudogene 43","RPL36AP43"
"RPL36A_22_1567",32389,"ribosomal protein L36a pseudogene 47","RPL36AP47"
"RPL36AP47",32389,"ribosomal protein L36a pseudogene 47","RPL36AP47"
"RPL36A_26_1671",32390,"ribosomal protein L36a pseudogene 50","RPL36AP50"
"RPL36AP50",32390,"ribosomal protein L36a pseudogene 50","RPL36AP50"
"RPS15A_25_1749",32396,"ribosomal protein S15a pseudogene 38","RPS15AP38"
"RPS15AP38",32396,"ribosomal protein S15a pseudogene 38","RPS15AP38"
"LINC00899",32418,"long intergenic non-protein coding RNA 899","LINC00899"
"SAMM50P1",32434,"SAMM50 sorting and assembly machinery component pseudogene 1","SAMM50P1"
"PPM1F-AS1",32457,"PPM1F antisense RNA 1","PPM1F-AS1"
"MIF4GD-DT",32487,"MIF4GD divergent transcript","MIF4GD-DT"
"Cos8",32499,"zinc finger protein 72, pseudogene","ZNF72P"
"ZNF1",32499,"zinc finger protein 72, pseudogene","ZNF72P"
"ZNF72",32499,"zinc finger protein 72, pseudogene","ZNF72P"
"ZNF72P",32499,"zinc finger protein 72, pseudogene","ZNF72P"
"ISCA2P1",32522,"iron-sulfur cluster assembly 2 pseudogene 1","ISCA2P1"
"IGLL4",32591,"immunoglobulin lambda like polypeptide 4, pseudogene","IGLL4P"
"IGLL4P",32591,"immunoglobulin lambda like polypeptide 4, pseudogene","IGLL4P"
"TOMM22P6",32599,"TOMM22 pseudogene 6","TOMM22P6"
"KRT18P62",32614,"keratin 18 pseudogene 62","KRT18P62"
"RBX1P1",32677,"RBX1 pseudogene 1","RBX1P1"
"SLC25A14P1",32755,"solute carrier family 25 member 14 pseudogene 1","SLC25A14P1"
"RPL30P16",32911,"ribosomal protein L30 pseudogene 16","RPL30P16"
"MIRN1286",33059,"microRNA 1286","MIR1286"
"hsa-mir-1286",33059,"microRNA 1286","MIR1286"
"mir-1286",33059,"microRNA 1286","MIR1286"
"MIR1286",33059,"microRNA 1286","MIR1286"
"MIRN1249",33089,"microRNA 1249","MIR1249"
"hsa-mir-1249",33089,"microRNA 1249","MIR1249"
"MIR1249",33089,"microRNA 1249","MIR1249"
"MIRN548J",33507,"microRNA 548j","MIR548J"
"hsa-mir-548j",33507,"microRNA 548j","MIR548J"
"MIR548J",33507,"microRNA 548j","MIR548J"
"NEK2P2",33612,"NEK2 pseudogene 2","NEK2P2"
"KRT18P52",33691,"keratin 18 pseudogene 52","KRT18P52"
"KRT18P54",33696,"keratin 18 pseudogene 54","KRT18P54"
"BCL8C",33735,"neurobeachin pseudogene 3","NBEAP3"
"NBEAP3",33735,"neurobeachin pseudogene 3","NBEAP3"
"PRDX3P1",33801,"peroxiredoxin 3 pseudogene 1","PRDX3P1"
"ZNF314P",33909,"zinc finger protein 70 pseudogene 1","ZNF70P1"
"bCX269C15.3",33909,"zinc finger protein 70 pseudogene 1","ZNF70P1"
"dJ1033B10.7",33909,"zinc finger protein 70 pseudogene 1","ZNF70P1"
"ZNF70P1",33909,"zinc finger protein 70 pseudogene 1","ZNF70P1"
"MIOXP1",33912,"myo-inositol oxygenase pseudogene 1","MIOXP1"
"PRAMEF35P",33926,"PRAME family member 35, pseudogene","PRAMEF35P"
"ANKRD54P1",34101,"ankyrin repeat domain 54 pseudogene 1","ANKRD54P1"
"E2F6P3",34216,"E2F transcription factor 6 pseudogene 3","E2F6P3"
"RPL36AP55",34227,"ribosomal protein L36a pseudogene 55","RPL36AP55"
"RPEP4",34438,"ribulose-5-phosphate-3-epimerase pseudogene 4","RPEP4"
"TPST2P1",34454,"tyrosylprotein sulfotransferase 2 pseudogene 1","TPST2P1"
"DNAJA1P6",34838,"DnaJ heat shock protein family (Hsp40) member A1 pseudogene 6","DNAJA1P6"
"EIF4HP2",34839,"eukaryotic translation initiation factor 4H pseudogene 2","EIF4HP2"
"BNIP3P23",34917,"BCL2 interacting protein 3 pseudogene 23","BNIP3P23"
"BNIP3P24",34918,"BCL2 interacting protein 3 pseudogene 24","BNIP3P24"
"BNIP3P26",34919,"BCL2 interacting protein 3 pseudogene 26","BNIP3P26"
"BNIP3P29",34920,"BCL2 interacting protein 3 pseudogene 29","BNIP3P29"
"BNIP3P20",34925,"BCL2 interacting protein 3 pseudogene 20","BNIP3P20"
"BNIP3P22",34926,"BCL2 interacting protein 3 pseudogene 22","BNIP3P22"
"BNIP3P25",34927,"BCL2 interacting protein 3 pseudogene 25","BNIP3P25"
"BNIP3P27",34928,"BCL2 interacting protein 3 pseudogene 27","BNIP3P27"
"BNIP3P2",34950,"BCL2 interacting protein 3 pseudogene 2","BNIP3P2"
"HIRAP1",35195,"histone cell cycle regulator pseudogene 1","HIRAP1"
"XRCC6P4",35196,"X-ray repair cross complementing 6 pseudogene 4","XRCC6P4"
"SLC5A4P1",35200,"solute carrier family 5 member 4 pseudogene 1","SLC5A4P1"
"ST13P14",35218,"ST13, Hsp70 interacting protein pseudogene 14","ST13P14"
"ST13P15",35219,"ST13, Hsp70 interacting protein pseudogene 15","ST13P15"
"ST13P16",35221,"ST13, Hsp70 interacting protein pseudogene 16","ST13P16"
"SLC25A15P",35228,"solute carrier family 25 member 15 pseudogene 1","SLC25A15P1"
"SLC25A15PY1",35228,"solute carrier family 25 member 15 pseudogene 1","SLC25A15P1"
"SLC25A15P1",35228,"solute carrier family 25 member 15 pseudogene 1","SLC25A15P1"
"SLC25A15P3",35234,"solute carrier family 25 member 15 pseudogene 3","SLC25A15P3"
"SLC25A15P4",35235,"solute carrier family 25 member 15 pseudogene 4","SLC25A15P4"
"SLC25A15P5",35241,"solute carrier family 25 member 15 pseudogene 5","SLC25A15P5"
"mir-3200",35359,"microRNA 3200","MIR3200"
"MIR3200",35359,"microRNA 3200","MIR3200"
"MIR3201",35363,"microRNA 3201","MIR3201"
"mir-3199-2",35443,"microRNA 3199-2","MIR3199-2"
"MIR3199-2",35443,"microRNA 3199-2","MIR3199-2"
"MIR3198",35467,"microRNA 3198-1","MIR3198-1"
"mir-3198-1",35467,"microRNA 3198-1","MIR3198-1"
"MIR3198-1",35467,"microRNA 3198-1","MIR3198-1"
"mir-3199-1",35476,"microRNA 3199-1","MIR3199-1"
"MIR3199-1",35476,"microRNA 3199-1","MIR3199-1"
"IGL",35490,"immunoglobulin lambda like polypeptide 5","IGLL5"
"IGLV",35490,"immunoglobulin lambda like polypeptide 5","IGLL5"
"VL-MAR",35490,"immunoglobulin lambda like polypeptide 5","IGLL5"
"IGLL5",35490,"immunoglobulin lambda like polypeptide 5","IGLL5"
"ATP6EP2",35544,"ATPase H+ transporting V1 subunit E1 pseudogene 2","ATP6V1E1P2"
"ATP6V1EP2",35544,"ATPase H+ transporting V1 subunit E1 pseudogene 2","ATP6V1E1P2"
"ATP6V1E1P2",35544,"ATPase H+ transporting V1 subunit E1 pseudogene 2","ATP6V1E1P2"
"TOMM22P1",35621,"TOMM22 pseudogene 1","TOMM22P1"
"TOMM22P2",35622,"TOMM22 pseudogene 2","TOMM22P2"
"mir-3909",35671,"microRNA 3909","MIR3909"
"MIR3909",35671,"microRNA 3909","MIR3909"
"MIR3619",35673,"microRNA 3619","MIR3619"
"MIR3667",35723,"microRNA 3667","MIR3667"
"mir-3928",35741,"microRNA 3928","MIR3928"
"MIR3928",35741,"microRNA 3928","MIR3928"
"RBX1P2",35761,"RBX1 pseudogene 2","RBX1P2"
"POU2F2-AS1",35816,"POU2F2 antisense RNA 1","POU2F2-AS1"
"TXN2P1",35837,"TXN2 pseudogene 1","TXN2P1"
"LARGE-AS1",35990,"LARGE antisense RNA 1","LARGE-AS1"
"LL22NC01-81G9.3",36001,"uncharacterized protein FLJ39582-like","LL22NC01-81G9.3"
"TTLL10-AS1",36035,"TTLL10 antisense RNA 1","TTLL10-AS1"
"LIFR-AS1",36076,"LIFR antisense RNA 1","LIFR-AS1"
"L3MBTL2-AS1",36088,"L3MBTL2 antisense RNA 1","L3MBTL2-AS1"
"TTLL1-AS1",36121,"TTLL1 antisense RNA 1","TTLL1-AS1"
"NUP50-AS1",36136,"NUP50 divergent transcript","NUP50-DT"
"NUP50-DT",36136,"NUP50 divergent transcript","NUP50-DT"
"TCONS_00029353",36146,"long intergenic non-protein coding RNA 1589","LINC01589"
"LINC01589",36146,"long intergenic non-protein coding RNA 1589","LINC01589"
"BZRAP1-AS1",36159,"TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1","TSPOAP1-AS1"
"TSPOAP1-AS1",36159,"TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1","TSPOAP1-AS1"
"RPL37A-DT",36378,"RPL37A divergent transcript","RPL37A-DT"
"TFIP11-DT",36390,"TFIP11 divergent transcript","TFIP11-DT"
"TST1",36449,"Tuberculin skin test reactivity, absence of","TST1"
"TST2",36454,"Tuberculin skin test reactivity QTL","TST2"
"GP1BB",36459,"SEPT5-GP1BB readthrough","SEPT5-GP1BB"
"GPIb-beta",36459,"SEPT5-GP1BB readthrough","SEPT5-GP1BB"
"GPIbB",36459,"SEPT5-GP1BB readthrough","SEPT5-GP1BB"
"SEPT5-GP1BB",36459,"SEPT5-GP1BB readthrough","SEPT5-GP1BB"
"RPL36A-HNRNPH2",36503,"RPL36A-HNRNPH2 readthrough","RPL36A-HNRNPH2"
"MIR4534",36739,"microRNA 4534","MIR4534"
"MIR4762",36841,"microRNA 4762","MIR4762"
"mir-4766",36871,"microRNA 4766","MIR4766"
"MIR4766",36871,"microRNA 4766","MIR4766"
"MIR4764",36883,"microRNA 4764","MIR4764"
"MIR4535",37001,"microRNA 4535","MIR4535"
"GRAMD4P8",37096,"GRAM domain containing 4 pseudogene 8","GRAMD4P8"
"GRAMD4P3",37097,"GRAM domain containing 4 pseudogene 3","GRAMD4P3"
"GRAMD4P5",37098,"GRAM domain containing 4 pseudogene 5","GRAMD4P5"
"GRAMD4P6",37099,"GRAM domain containing 4 pseudogene 6","GRAMD4P6"
"GRAMD4P7",37100,"GRAM domain containing 4 pseudogene 7","GRAMD4P7"
"GRAMD4P1",37101,"GRAM domain containing 4 pseudogene 1","GRAMD4P1"
"PPP6R2P1",37115,"protein phosphatase 6 regulatory subunit 2 pseudogene 1","PPP6R2P1"
"LINC01311",37121,"long intergenic non-protein coding RNA 1311","LINC01311"
"CNN2P11",37212,"calponin 2 pseudogene 11","CNN2P11"
"MIR5571",37266,"microRNA 5571","MIR5571"
"RNF185-AS1",37364,"RNF185 antisense RNA 1","RNF185-AS1"
"LA16c-3G11.5",37365,"POTEH antisense RNA 1","POTEH-AS1"
"POTEH-AS1",37365,"POTEH antisense RNA 1","POTEH-AS1"
"MTND1P17",37673,"MT-ND1 pseudogene 17","MTND1P17"
"MTND1P10",37674,"MT-ND1 pseudogene 10","MTND1P10"
"RN5S493",38064,"RNA, 5S ribosomal pseudogene 493","RNA5SP493"
"RNA5SP493",38064,"RNA, 5S ribosomal pseudogene 493","RNA5SP493"
"RN5S494",38065,"RNA, 5S ribosomal pseudogene 494","RNA5SP494"
"RNA5SP494",38065,"RNA, 5S ribosomal pseudogene 494","RNA5SP494"
"RN5S495",38066,"RNA, 5S ribosomal pseudogene 495","RNA5SP495"
"RNA5SP495",38066,"RNA, 5S ribosomal pseudogene 495","RNA5SP495"
"RN5S496",38067,"RNA, 5S ribosomal pseudogene 496","RNA5SP496"
"RNA5SP496",38067,"RNA, 5S ribosomal pseudogene 496","RNA5SP496"
"RN5S497",38068,"RNA, 5S ribosomal pseudogene 497","RNA5SP497"
"RNA5SP497",38068,"RNA, 5S ribosomal pseudogene 497","RNA5SP497"
"GOLGA2P4",38071,"GOLGA2 pseudogene 4","GOLGA2P4"
"RNU6-28",38085,"RNA, U6 small nuclear 28, pseudogene","RNU6-28P"
"RNU6-28P",38085,"RNA, U6 small nuclear 28, pseudogene","RNU6-28P"
"GPM6BP3",38116,"glycoprotein M6B pseudogene 3","GPM6BP3"
"CHEK2P3",38120,"CHEK2 pseudogene 3","CHEK2P3"
"RPL35P9",38125,"ribosomal protein L35 pseudogene 9","RPL35P9"
"RNU2-7P",38153,"RNA, U2 small nuclear 7, pseudogene","RNU2-7P"
"RNU2-6P",38154,"RNA, U2 small nuclear 6, pseudogene","RNU2-6P"
"RPL36P19",38184,"ribosomal protein L36 pseudogene 19","RPL36P19"
"GRAMD4P2",38210,"GRAM domain containing 4 pseudogene 2","GRAMD4P2"
"ZNRF3-AS1",38431,"ZNRF3 antisense RNA 1","ZNRF3-AS1"
"EFCAB6-AS1",38486,"EFCAB6 antisense RNA 1","EFCAB6-AS1"
"JTBP1",38538,"jumping translocation breakpoint pseudogene 1","JTBP1"
"LARGE-IT1",38602,"LARGE intronic transcript 1","LARGE-IT1"
"ZNRF3-IT1",38608,"ZNRF3 intronic transcript 1","ZNRF3-IT1"
"KLHL22-IT1",38623,"RNY1 pseudogene 9","RNY1P9"
"RNYP1",38623,"RNY1 pseudogene 9","RNY1P9"
"RNY1P9",38623,"RNY1 pseudogene 9","RNY1P9"
"ARL2BPP10",38712,"ADP ribosylation factor like GTPase 2 binding protein pseudogene 10","ARL2BPP10"
"TOMM22P4",38779,"TOMM22 pseudogene 4","TOMM22P4"
"ST13P22",38783,"ST13, Hsp70 interacting protein pseudogene 22","ST13P22"
"SLC25A15P2",38784,"solute carrier family 25 member 15 pseudogene 2","SLC25A15P2"
"APOBEC3B-AS1",38790,"APOBEC3B antisense RNA 1","APOBEC3B-AS1"
"A3A",38862,"APOBEC3A and APOBEC3B deletion hybrid","APOBEC3A_B"
"APOBEC3A",38862,"APOBEC3A and APOBEC3B deletion hybrid","APOBEC3A_B"
"APOBEC3A_B",38862,"APOBEC3A and APOBEC3B deletion hybrid","APOBEC3A_B"
"GRK3-AS1",38908,"GRK3 antisense RNA 1","GRK3-AS1"
"CA15P1",38913,"CA15 pseudogene 1","CA15P1"
"MED15P6",38915,"mediator complex subunit 15 pseudogene 6","MED15P6"
"MED15P7",38920,"mediator complex subunit 15 pseudogene 7","MED15P7"
"CCDC74BP1",38935,"coiled-coil domain containing 74B pseudogene 1","CCDC74BP1"
"DDTP1",39098,"D-dopachrome tautomerase pseudogene 1","DDTP1"
"MBNP",39163,"?Membranous nephropathy, susceptibility to","MBNP"
"SPECC1L-ADORA2A",39245,"SPECC1L-ADORA2A readthrough (NMD candidate)","SPECC1L-ADORA2A"
"PDXP-DT",39359,"PDXP divergent transcript","PDXP-DT"
"GAS2L1P1",39458,"growth arrest specific 2 like 1 pseudogene 1","GAS2L1P1"
"EP300-AS1",39497,"EP300 antisense RNA 1","EP300-AS1"
"SCUBE1-AS1",39608,"SCUBE1 antisense RNA 1","SCUBE1-AS1"
"MAPK10-AS1",40566,"MAPK10 antisense RNA 1","MAPK10-AS1"
"LINC01422",40834,"long intergenic non-protein coding RNA 1422","LINC01422"
"MTMR3-AS1",40910,"HORMAD2 and MTMR3 antisense RNA 1","HORMAD2-AS1"
"HORMAD2-AS1",40910,"HORMAD2 and MTMR3 antisense RNA 1","HORMAD2-AS1"
"PIK3IP1-AS1",40961,"PIK3IP1 divergent transcript","PIK3IP1-DT"
"PIK3IP1-DT",40961,"PIK3IP1 divergent transcript","PIK3IP1-DT"
"CTD-2127H9.1",40965,"OSMR divergent transcript","OSMR-DT"
"OSMR-AS1",40965,"OSMR divergent transcript","OSMR-DT"
"OSMR-DT",40965,"OSMR divergent transcript","OSMR-DT"
"PRAMEF27",41025,"PRAME family member 27","PRAMEF27"
"FRG1GP",41062,"FSHD region gene 1 family member G, pseudogene","FRG1GP"
"PCAT14",41088,"prostate cancer associated transcript 14","PCAT14"
"hsa-mir-6069",41108,"microRNA 6069","MIR6069"
"MIR6069",41108,"microRNA 6069","MIR6069"
"hsa-mir-6499",41130,"microRNA 6499","MIR6499"
"mir-6499",41130,"microRNA 6499","MIR6499"
"MIR6499",41130,"microRNA 6499","MIR6499"
"hsa-mir-6816",41204,"microRNA 6816","MIR6816"
"MIR6816",41204,"microRNA 6816","MIR6816"
"hsa-mir-6819",41205,"microRNA 6819","MIR6819"
"MIR6819",41205,"microRNA 6819","MIR6819"
"hsa-mir-6821",41207,"microRNA 6821","MIR6821"
"MIR6821",41207,"microRNA 6821","MIR6821"
"hsa-mir-5739",41328,"microRNA 5739","MIR5739"
"MIR5739",41328,"microRNA 5739","MIR5739"
"hsa-mir-6817",41341,"microRNA 6817","MIR6817"
"MIR6817",41341,"microRNA 6817","MIR6817"
"hsa-mir-6818",41396,"microRNA 6818","MIR6818"
"MIR6818",41396,"microRNA 6818","MIR6818"
"hsa-mir-6889",41412,"microRNA 6889","MIR6889"
"MIR6889",41412,"microRNA 6889","MIR6889"
"C22orf32-1",41732,"long intergenic non-protein coding RNA 1315","LINC01315"
"lnc-C22orf32-1",41732,"long intergenic non-protein coding RNA 1315","LINC01315"
"LINC01315",41732,"long intergenic non-protein coding RNA 1315","LINC01315"
"FRG1FP",41736,"FSHD region gene 1 family member F, pseudogene","FRG1FP"
"TBX18-AS1",41906,"TBX18 antisense RNA 1","TBX18-AS1"
"PRAMEF28",42138,"PRAME family member 28, pseudogene","PRAMEF28P"
"PRAMEF28P",42138,"PRAME family member 28, pseudogene","PRAMEF28P"
"MIATNB",42179,"MIAT neighbor","MIATNB"
"LINC01399",42441,"long intergenic non-protein coding RNA 1399","LINC01399"
"TapSAKI",42504,"MGAT3 antisense RNA 1","MGAT3-AS1"
"MGAT3-AS1",42504,"MGAT3 antisense RNA 1","MGAT3-AS1"
"LL22NC03-102D1.18",44944,"uncharacterized LL22NC03-102D1.18","LL22NC03-102D1.18"
"MYO18B-AS1",44953,"MYO18B antisense RNA 1","MYO18B-AS1"
"SEZ6L-AS1",44958,"SEZ6L antisense RNA 1","SEZ6L-AS1"
"LL22NC03-104C7.1",44979,"SYN3 antisense RNA 1","SYN3-AS1"
"SYN3-AS1",44979,"SYN3 antisense RNA 1","SYN3-AS1"
"LL22NC03-13G6.2",44982,"uncharacterized LL22NC03-13G6.2","LL22NC03-13G6.2"
"CACNG2-DT",44993,"CACNG2 divergent transcript","CACNG2-DT"
"SCUBE1-AS2",45014,"SCUBE1 antisense RNA 2","SCUBE1-AS2"
"KLHDC7B-DT",45044,"KLHDC7B divergent transcript","KLHDC7B-DT"
"MYH9-DT",47732,"MYH9 divergent transcript","MYH9-DT"
"APOBEC3AP1",47975,"apolipoprotein B mRNA editing enzyme catalytic subunit 3A pseudogene 1","APOBEC3AP1"
"KRT18P53",49528,"keratin 18 pseudogene 53","KRT18P53"
"CHEK2P4",49623,"CHEK2 pseudogene 4","CHEK2P4"
"CHEK2P5",49624,"CHEK2 pseudogene 5","CHEK2P5"
"LRRC37A14P",49627,"leucine rich repeat containing 37 member A14, pseudogene","LRRC37A14P"
"KRT18P56",49629,"keratin 18 pseudogene 56","KRT18P56"
"RNU7-167P",49689,"RNA, U7 small nuclear 167 pseudogene","RNU7-167P"
"RN7SKP63",49724,"RN7SK pseudogene 63","RN7SKP63"
"RN7SKP80",49731,"RN7SK pseudogene 80","RN7SKP80"
"RN7SKP131",49754,"RN7SK pseudogene 131","RN7SKP131"
"RN7SKP252",49808,"RN7SK pseudogene 252","RN7SKP252"
"RN7SL20P",49833,"RNA, 7SL, cytoplasmic 20, pseudogene","RN7SL20P"
"RN7SL268P",49920,"RNA, 7SL, cytoplasmic 268, pseudogene","RN7SL268P"
"RN7SL305P",49935,"RNA, 7SL, cytoplasmic 305, pseudogene","RN7SL305P"
"RN7SL633P",50054,"RNA, 7SL, cytoplasmic 633, pseudogene","RN7SL633P"
"RN7SL812P",50119,"RNA, 7SL, cytoplasmic 812, pseudogene","RN7SL812P"
"RNU6ATAC22P",50154,"RNA, U6atac small nuclear 22, pseudogene","RNU6ATAC22P"
"RNU6-225P",50268,"RNA, U6 small nuclear 225, pseudogene","RNU6-225P"
"RNU6-331P",50314,"RNA, U6 small nuclear 331, pseudogene","RNU6-331P"
"RNU6-379P",50335,"RNA, U6 small nuclear 379, pseudogene","RNU6-379P"
"RNU6-476P",50377,"RNA, U6 small nuclear 476, pseudogene","RNU6-476P"
"RNU6-564P",50417,"RNA, U6 small nuclear 564, pseudogene","RNU6-564P"
"RNU6-1066P",50634,"RNA, U6 small nuclear 1066, pseudogene","RNU6-1066P"
"RNU6-1128P",50661,"RNA, U6 small nuclear 1128, pseudogene","RNU6-1128P"
"RNU6-1161P",50676,"RNA, U6 small nuclear 1161, pseudogene","RNU6-1161P"
"RPL3P13",50797,"ribosomal protein L3 pseudogene 13","RPL3P13"
"RNU2-8P",50798,"RNA, U2 small nuclear 8, pseudogene","RNU2-8P"
"RNU2-10P",50799,"RNA, U2 small nuclear 10, pseudogene","RNU2-10P"
"RNU2-12P",50800,"RNA, U2 small nuclear 12, pseudogene","RNU2-12P"
"RNU2-13P",50801,"RNA, U2 small nuclear 13, pseudogene","RNU2-13P"
"RNU2-17P",50802,"RNA, U2 small nuclear 17, pseudogene","RNU2-17P"
"RNU2-18P",50803,"RNA, U2 small nuclear 18, pseudogene","RNU2-18P"
"RNU2-21P",50804,"RNA, U2 small nuclear 21, pseudogene","RNU2-21P"
"RNU2-24P",50805,"RNA, U2 small nuclear 24, pseudogene","RNU2-24P"
"RNU2-25P",50806,"RNA, U2 small nuclear 25, pseudogene","RNU2-25P"
"RNU2-29P",50807,"RNA, U2 small nuclear 29, pseudogene","RNU2-29P"
"RNU2-31P",50808,"RNA, U2 small nuclear 31, pseudogene","RNU2-31P"
"RNU2-33P",50809,"RNA, U2 small nuclear 33, pseudogene","RNU2-33P"
"RNU2-35P",50810,"RNA, U2 small nuclear 35, pseudogene","RNU2-35P"
"RNU2-37P",50811,"RNA, U2 small nuclear 37, pseudogene","RNU2-37P"
"RNU2-39P",50812,"RNA, U2 small nuclear 39, pseudogene","RNU2-39P"
